Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-04-03,1.5696309543285811,1.582255300130104,1.5519569023119022,1.5654228925704956,567200,0.0,0.0
2002-04-04,1.5612146115302794,1.6032958696365107,1.5612146115302794,1.5948797464370728,763200,0.0,0.0
2002-04-05,1.5948798227182854,1.63275286050896,1.5561649799346924,1.5561649799346924,837600,0.0,0.0
2002-04-08,1.5654226166776022,1.5654226166776022,1.495567744324773,1.5401737689971924,1558400,0.0,0.0
2002-04-09,1.5317578592777257,1.6159203754901883,1.5317578592777257,1.5948797464370728,3562400,0.0,0.0
2002-04-10,1.5906713665819283,1.603295710656538,1.5780470225073187,1.592354655265808,1302400,0.0,0.0
2002-04-11,1.591513582932183,1.591513582932183,1.5570069551467896,1.5570069551467896,1444000,0.0,0.0
2002-04-12,1.5696311374880405,1.5696311374880405,1.5199752324174307,1.535966157913208,1236000,0.0,0.0
2002-04-15,1.5317576716392793,1.5628977089280083,1.530916027316984,1.562056064605713,1559200,0.0,0.0
2002-04-16,1.578047087318019,1.6159202816245517,1.578047087318019,1.5990877151489258,1225600,0.0,0.0
2002-04-17,1.6201282574044555,1.704290764282609,1.6201282574044555,1.6672592163085938,3348800,0.0,0.0
2002-04-18,1.6672592163085935,1.6958744814893452,1.6613678665114817,1.6672592163085938,984800,0.0,0.0
2002-04-19,1.6672591477644956,1.712706976663331,1.6672591477644956,1.7059739828109741,646400,0.0,0.0
2002-04-22,1.6958747733449855,1.6958747733449855,1.6672595032396202,1.6832504272460938,772800,0.0,0.0
2002-04-23,1.6790420513706832,1.7042907388464006,1.6411688596298672,1.6453769207000732,824800,0.0,0.0
2002-04-24,1.6428519620399855,1.65042659952951,1.632752391878212,1.633594036102295,1064800,0.0,0.0
2002-04-25,1.6335947783803157,1.6335947783803157,1.6133957894059097,1.6327531337738037,1727200,0.0,0.0
2002-04-26,1.6243365741777887,1.6479021376022596,1.6201285123825073,1.6201285123825073,1653600,0.0,0.0
2002-04-29,1.611711806199727,1.611711806199727,1.5822548997649446,1.590671181678772,2562400,0.0,0.0
2002-04-30,1.578047230797504,1.6243365520233246,1.5738391690596167,1.603295922279358,6894400,0.0,0.0
2002-05-01,1.624336800097697,1.7253319025039673,1.624336800097697,1.7253319025039673,1672000,0.0,0.0
2002-05-02,1.7169153735485945,1.7665712731229273,1.7169153735485945,1.7531052827835083,3316000,0.0,0.0
2002-05-03,1.7505805492401123,1.751422193798315,1.7303815614251055,1.7505805492401123,463200,0.0,0.0
2002-05-06,1.7497389873335185,1.9012314694672328,1.7497389873335185,1.8305349349975586,2146400,0.0,0.0
2002-05-07,1.8221187234458147,1.8515756407449413,1.8052863139372317,1.8094943761825562,452800,0.0,0.0
2002-05-08,1.8263267673008379,1.8936567197937064,1.8263267673008379,1.8852404356002808,658400,0.0,0.0
2002-05-09,1.8936567882494972,1.952570619205947,1.8936567882494972,1.9231137037277222,847200,0.0,0.0
2002-05-10,1.9357381396156754,1.9719280522580727,1.8515756118062983,1.8566253185272217,696000,0.0,0.0
2002-05-13,1.8574669920993094,1.8574669920993094,1.7547887643569127,1.8094943761825562,1929600,0.0,0.0
2002-05-14,1.8515756488424318,1.88524062853411,1.7505805492401123,1.7505805492401123,3958400,0.0,0.0
2002-05-15,1.7421639693298656,1.7674126573670692,1.6706258058547976,1.6706258058547974,5829600,0.0,0.0
2002-05-16,1.6706260685896994,1.7421642433153852,1.6706260685896994,1.733747959136963,5286400,0.0,0.0
2002-05-17,1.746372254323069,1.8094941430335414,1.746372254323069,1.786770224571228,4351200,0.0,0.0
2002-05-20,1.7867701432724272,1.8094940607007928,1.7758290870257645,1.7993944883346558,2336000,0.0,0.0
2002-05-21,1.902073251451295,1.9062813138318522,1.7211238401234101,1.7253319025039673,3872000,0.0,0.0
2002-05-22,1.7219649952421605,1.809494088677799,1.7084990055639484,1.788453459739685,1847200,0.0,0.0
2002-05-23,1.7884529780044656,1.9104886571850686,1.7884529780044656,1.8860814571380615,2157600,0.0,0.0
2002-05-24,1.8801902295132513,1.994651278852987,1.8801902295132513,1.9744521379470825,2212000,0.0,0.0
2002-05-28,1.9820265836013136,2.0443069677264494,1.9609859610130735,2.03757381439209,2082400,0.0,0.0
2002-05-29,2.0375744050108486,2.0375744050108486,1.9778190965924165,1.9862353801727295,4728000,0.0,0.0
2002-05-30,1.9862354122086243,1.9862354122086243,1.9483622157499902,1.9576201438903809,3941600,0.0,0.0
2002-05-31,1.9576196708910534,2.045148583018485,1.9576196708910534,2.035890817642212,2708000,0.0,0.0
2002-06-03,2.0358915855365103,2.0358915855365103,1.9475208353293467,1.9567787647247314,1817600,0.0,0.0
2002-06-04,1.9534121420810728,2.0114843296914673,1.9273218040932696,1.9719280004501343,1933600,0.0,0.0
2002-06-05,1.977819396603492,1.9929686772405648,1.9449960622413558,1.9567787647247314,1752000,0.0,0.0
2002-06-06,1.9567787647247317,1.9904437436252922,1.951729058021468,1.9567787647247314,1403200,0.0,0.0
2002-06-07,1.9357380607874897,1.9559370473759121,1.898706505111744,1.9315299987792969,1752000,0.0,0.0
2002-06-10,1.9315296862888418,1.960986436635115,1.8768239258691917,1.8936564922332764,854400,0.0,0.0
2002-06-11,1.9037565883147662,1.9146976470947266,1.8953403028154843,1.9146976470947266,323200,0.0,0.0
2002-06-12,1.894498364265776,1.8953400087378454,1.8364261799111337,1.8852404356002808,532000,0.0,0.0
2002-06-13,1.8852400628898223,1.9441538800693194,1.8599913758284592,1.9323710203170776,1297600,0.0,0.0
2002-06-14,1.9306880146195153,1.9306880146195153,1.7968696115516032,1.8944981098175049,718400,0.0,0.0
2002-06-17,1.902073055716972,1.9736112325157802,1.902073055716972,1.9374213218688965,936800,0.0,0.0
2002-06-18,1.9374213471633288,1.9483624046860963,1.8768242269533058,1.895340085029602,260000,0.0,0.0
2002-06-19,1.893656823946082,1.948362433421291,1.893656823946082,1.9357380867004395,905600,0.0,0.0
2002-06-20,1.9239553033142442,1.9239553033142442,1.8339014305042198,1.8431591987609863,509600,0.0,0.0
2002-06-21,1.8305345433098927,1.8305345433098927,1.758996379626816,1.7674126625061035,1016000,0.0,0.0
2002-06-24,1.7674127471675594,1.7674127471675594,1.674833952115237,1.7270147800445557,1092800,0.0,0.0
2002-06-25,1.7270147872576955,1.7497387040570145,1.6815669536590576,1.6815669536590576,829600,0.0,0.0
2002-06-26,1.6622096951961387,1.6622096951961387,1.545223849029539,1.5948797464370728,2882400,0.0,0.0
2002-06-27,1.6075041901254736,1.6832504272460938,1.5915132661190001,1.6832504272460938,1632000,0.0,0.0
2002-06-28,1.6790424589307635,1.7943450297255223,1.6689428851726265,1.7665714025497437,3480000,0.0,0.0
2002-07-01,1.758996263710416,1.7665709017498878,1.6537931359702327,1.6613677740097046,1088000,0.0,0.0
2002-07-02,1.6605258528030968,1.6605258528030968,1.50398373399033,1.5788882970809937,1637600,0.0,0.0
2002-07-03,1.5738395269809191,1.6075045101218757,1.4518037825017363,1.5570069551467896,2226400,0.0,0.0
2002-07-05,1.5654228331487245,1.6378024879093926,1.5654228331487245,1.5999294519424438,455200,0.0,0.0
2002-07-08,1.607503913478181,1.712707047075873,1.5965626976887652,1.6672592163085938,1433600,0.0,0.0
2002-07-09,1.6580016387027476,1.719440237200522,1.619286797651605,1.6411690711975098,2162400,0.0,0.0
2002-07-10,1.6411691158793722,1.6916666592426521,1.5948797947706037,1.6159204244613647,2144000,0.0,0.0
2002-07-11,1.603295823887553,1.6066624014930733,1.49388462014423,1.5511151552200317,2443200,0.0,0.0
2002-07-12,1.5511152207374392,1.5511152207374392,1.4787354044340628,1.4888349771499634,1052800,0.0,0.0
2002-07-15,1.4871518322219206,1.4871518322219206,1.3297679191457161,1.4055142402648926,1300000,0.0,0.0
2002-07-16,1.3844734203391522,1.4198216826613892,1.3541748639123043,1.3625911474227905,1246400,0.0,0.0
2002-07-17,1.3667989566244798,1.4013055681735564,1.2035237448208742,1.3541746139526367,6398400,0.0,0.0
2002-07-18,1.3541750649850957,1.3802654032670596,1.3432339269023352,1.3499670028686523,1261600,0.0,0.0
2002-07-19,1.342392102862365,1.3474418890959108,1.3171433322218944,1.3280844688415527,1353600,0.0,0.0
2002-07-22,1.323034946690815,1.3861567616665351,1.3129354530841542,1.3297679424285889,999200,0.0,0.0
2002-07-23,1.338184010169499,1.3802652693605353,1.2834784053266048,1.3466002941131592,2536000,0.0,0.0
2002-07-24,1.3297681015995382,1.482943973627883,1.2615964112649933,1.4804190397262573,1784800,0.0,0.0
2002-07-25,1.481260364981607,1.481260364981607,1.397097846068189,1.429079532623291,560800,0.0,0.0
2002-07-26,1.4299213454272026,1.4896768243652068,1.4299213454272026,1.4762108325958252,668800,0.0,0.0
2002-07-29,1.4778935348957623,1.5443819905408798,1.4778935348957623,1.5401737689971924,936000,0.0,0.0
2002-07-30,1.5401737827729964,1.5485900654084108,1.4854681864336612,1.5107170343399048,716800,0.0,0.0
2002-07-31,1.493884996005467,1.4947266406186046,1.4501204392860796,1.4728443622589111,777600,0.0,0.0
2002-08-01,1.4644278156065338,1.4644278156065338,1.3642743718785963,1.4046725034713745,1011200,0.0,0.0
2002-08-02,1.39288928421357,1.39288928421357,1.2498131332597195,1.2708537578582764,1099200,0.0,0.0
2002-08-05,1.270854044949426,1.3196682986243293,1.270854044949426,1.2918946743011475,702400,0.0,0.0
2002-08-06,1.304518960694304,1.3373423698905504,1.304518960694304,1.3289260864257812,1688800,0.0,0.0
2002-08-07,1.3314508322113892,1.3466001091233861,1.3003107143195456,1.3373422622680664,1560800,0.0,0.0
2002-08-08,1.329767842114304,1.3339759841988712,1.165650942925254,1.2540215253829956,4937600,0.0,0.0
2002-08-09,1.2540214663088844,1.312935292190261,1.2540214663088844,1.2834783792495728,946400,0.0,0.0
2002-08-12,1.282636582698307,1.367640733718872,1.2792700856412362,1.367640733718872,926400,0.0,0.0
2002-08-13,1.3886816133870907,1.4484369269706572,1.3684826273647328,1.3760572671890259,1760800,0.0,0.0
2002-08-14,1.376057123283445,1.498092671138841,1.376057123283445,1.456011414527893,3224800,0.0,0.0
2002-08-15,1.5149253715615167,1.5780472620432466,1.5149253715615167,1.5233416557312012,3407200,0.0,0.0
2002-08-16,1.5233415128971506,1.6664176882573667,1.5233415128971506,1.5931963920593262,1723200,0.0,0.0
2002-08-19,1.5931963041126962,1.7194400662702507,1.5738389657750766,1.679042100906372,1722400,0.0,0.0
2002-08-20,1.7421641453124252,1.8094940938977153,1.700082887314804,1.760679841041565,5432800,0.0,0.0
2002-08-21,1.7632046750059776,1.8094939919854014,1.7270147694819094,1.805285930633545,1994400,0.0,0.0
2002-08-22,1.7842457389955066,1.8094944343334292,1.716915617215563,1.7253319025039673,3035200,0.0,0.0
2002-08-23,1.7253313909603072,1.7261730352923372,1.6622095108032227,1.6622095108032227,1333600,0.0,0.0
2002-08-26,1.663051314109275,1.746372184618147,1.6605263808718216,1.7387975454330444,2069600,0.0,0.0
2002-08-27,1.7421642163116369,1.7707794857583712,1.7211235864553478,1.7345895767211914,1864800,0.0,0.0
2002-08-28,1.7295395750574467,1.7884533982701898,1.7135488131937124,1.7589964866638184,2461600,0.0,0.0
2002-08-29,1.752263510705501,1.8044443398659138,1.7228065987856187,1.803602695465088,1388000,0.0,0.0
2002-08-30,1.8179106691507538,1.8507340042842293,1.7505805492401123,1.7505805492401123,778400,0.0,0.0
2002-09-03,1.7505803801250295,1.7505803801250295,1.6453772284221486,1.6832504272460938,1085600,0.0,0.0
2002-09-04,1.7000829556836943,1.7320646424160369,1.5654228925704956,1.5654228925704956,2308800,0.0,0.0
2002-09-05,1.5570064189788544,1.6411689281128465,1.5511150690238344,1.6142369508743286,1292800,0.0,0.0
2002-09-06,1.6201288949035375,1.6664182276898591,1.6201288949035375,1.6504274606704712,1339200,0.0,0.0
2002-09-09,1.6537933045456872,1.6874582767486572,1.5654227324469843,1.6874582767486572,1700000,0.0,0.0
2002-09-10,1.693350083838522,1.7244901283809406,1.669784518906663,1.716915488243103,1416800,0.0,0.0
2002-09-11,1.733748139657916,1.7581551897366505,1.733748139657916,1.7505805492401123,599200,0.0,0.0
2002-09-12,1.771621097717381,1.7741460312724195,1.716915488243103,1.716915488243103,1172000,0.0,0.0
2002-09-13,1.7000830314419795,1.7000830314419795,1.6495854854583742,1.649585485458374,288000,0.0,0.0
2002-09-16,1.650427245928682,1.7034495685946252,1.6495856013749641,1.7009246349334717,484800,0.0,0.0
2002-09-17,1.7219647825237534,1.7556299130878095,1.6714674077321483,1.7185983657836914,388800,0.0,0.0
2002-09-18,1.7084992507567727,1.716073891103738,1.670626209549228,1.691666841506958,408000,0.0,0.0
2002-09-19,1.7000829628653327,1.746372284508878,1.6832503947073523,1.7068159580230713,3078400,0.0,0.0
2002-09-20,1.7564716704238084,1.7564716704238084,1.6664176490558946,1.6874582767486572,737600,0.0,0.0
2002-09-23,1.6883000025156374,1.6908249357503105,1.6731507241621142,1.6748340129852295,1595200,0.0,0.0
2002-09-24,1.6714679277678273,1.6723095723465093,1.5696311811293415,1.6344363689422607,1099200,0.0,0.0
2002-09-25,1.6378027668425952,1.663893266883068,1.6369612828014204,1.6537936925888062,840000,0.0,0.0
2002-09-26,1.6664175283511653,1.7379556894302368,1.662209467328318,1.7379556894302368,1353600,0.0,0.0
2002-09-27,1.7379554930163892,1.8641992357613166,1.7379554930163892,1.790977954864502,2938400,0.0,0.0
2002-09-30,1.7909784604483518,1.801077872823714,1.636961057242322,1.7211235761642456,2290400,0.0,0.0
2002-10-01,1.7211236260700389,1.7211236260700389,1.5999295503606845,1.6832504272460938,3411200,0.0,0.0
2002-10-02,1.670625939962495,1.6824086405887344,1.6243364608087922,1.6664177179336548,1560000,0.0,0.0
2002-10-03,1.6731511893386148,1.6731511893386148,1.6117125749588013,1.6117125749588013,1212000,0.0,0.0
2002-10-04,1.6234949704010784,1.6537933662505941,1.5570065073581087,1.6251780986785889,2060800,0.0,0.0
2002-10-07,1.607504152260416,1.6159204363038533,1.5654228925704956,1.5654228925704956,1420800,0.0,0.0
2002-10-08,1.5822548997649446,1.6226530208458703,1.5797301275598545,1.590671181678772,1255200,0.0,0.0
2002-10-09,1.5822551676509713,1.5906714509897297,1.4703190326690674,1.4703190326690674,1482400,0.0,0.0
2002-10-10,1.4728441458354016,1.5763640101304301,1.4534868041595388,1.5410157442092896,2052800,0.0,0.0
2002-10-11,1.5494318125002493,1.5780470790423982,1.5485901681281566,1.562897801399231,1828000,0.0,0.0
2002-10-14,1.5544812683101281,1.5864631071993085,1.5443818585230786,1.5772051811218262,673600,0.0,0.0
2002-10-15,1.6411692278266097,1.67062614350844,1.6133956011614043,1.6487438678741455,1840800,0.0,0.0
2002-10-16,1.6420107156254977,1.6580016387027476,1.6125538027549622,1.6411690711975098,1138400,0.0,0.0
2002-10-17,1.6580014884786014,1.7387974199177565,1.639485633795027,1.6647344827651978,1288800,0.0,0.0
2002-10-18,1.6647344395806358,1.7581547128178554,1.663051150920841,1.7127070426940918,1427200,0.0,0.0
2002-10-21,1.713548903734911,1.7665712190061915,1.6916666299718748,1.7547885179519653,1616800,0.0,0.0
2002-10-22,1.5317579822199914,1.6664178905462241,1.5317579822199914,1.6133955717086792,7187200,0.0,0.0
2002-10-23,1.610870722727831,1.686617125793695,1.610870722727831,1.6782008409500122,1184800,0.0,0.0
2002-10-24,1.6916667948018296,1.7236484838625945,1.6916667948018296,1.716915488243103,1300800,0.0,0.0
2002-10-25,1.7084988210446048,1.7674126399194845,1.7034491155924627,1.7127070426940918,2435200,0.0,0.0
2002-10-28,1.7253312688125764,1.7253312688125764,1.5586895555220923,1.5612143278121948,4722400,0.0,0.0
2002-10-29,1.562056449871155,1.562056449871155,1.4997761994056622,1.514925479888916,4871200,0.0,0.0
2002-10-30,1.5401741736761527,1.5612148053412764,1.5115589017694018,1.514925479888916,4926400,0.0,0.0
2002-10-31,1.5275495746104413,1.5275495746104413,1.49809266303664,1.5065089464187622,1644000,0.0,0.0
2002-11-01,1.5065090712924294,1.5065090712924294,1.4459121148673586,1.4837851524353027,2742400,0.0,0.0
2002-11-04,1.504825851628562,1.5443823404657078,1.504825851628562,1.5216584205627441,1336800,0.0,0.0
2002-11-05,1.522500139299397,1.5780473947525024,1.5073508586254079,1.5780473947525024,2224800,0.0,0.0
2002-11-06,1.5797305272861593,1.597404579302838,1.5570066085270582,1.5654228925704956,910400,0.0,0.0
2002-11-07,1.552798854464419,1.5788891956944764,1.5359662830420795,1.5544819831848145,834400,0.0,0.0
2002-11-08,1.5544816501299374,1.5544816501299374,1.4332877397537231,1.4332877397537231,2266400,0.0,0.0
2002-11-11,1.4391792539313129,1.4711609437843278,1.4223466842019692,1.4644279479980469,1081600,0.0,0.0
2002-11-12,1.468635893455096,1.6007710111468612,1.4677942490747806,1.5485901832580566,2532000,0.0,0.0
2002-11-13,1.548590176249299,1.6125537041185263,1.516608492578311,1.5990877151489258,3766400,0.0,0.0
2002-11-14,1.6075039983867387,1.643693903940259,1.578047087318019,1.5990877151489258,1755200,0.0,0.0
2002-11-15,1.6075040612257572,1.7169152660125715,1.6075040612257572,1.6975579261779785,2507200,0.0,0.0
2002-11-18,1.7589968644714828,1.7632050873346907,1.6664180483356599,1.7034496068954468,4120000,0.0,0.0
2002-11-19,1.6032956693898257,1.607503890991211,1.481260132439973,1.607503890991211,9400000,0.0,0.0
2002-11-20,1.6075041664693959,1.6453772042087302,1.5612146840849637,1.6201285123825073,2154400,0.0,0.0
2002-11-21,1.6327527879790853,1.6580016392452026,1.5780471843600556,1.6361193656921387,2915200,0.0,0.0
2002-11-22,1.6361197859235144,1.6361197859235144,1.5401743833126602,1.5570069551467896,3816800,0.0,0.0
2002-11-25,1.5738389245906086,1.5948795510662732,1.5570063591991807,1.562056064605713,1702400,0.0,0.0
2002-11-26,1.5628983071305442,1.5847805863039917,1.5199753934280864,1.5570069551467896,1782400,0.0,0.0
2002-11-27,1.565422865091285,1.5881467834514935,1.5553232923109932,1.5713142156600952,1418400,0.0,0.0
2002-11-29,1.6117122140185016,1.6117122140185016,1.5654228925704956,1.5654228925704956,461600,0.0,0.0
2002-12-02,1.5990874635925991,1.662209337155465,1.578046839071644,1.590671181678772,3728000,0.0,0.0
2002-12-03,1.5780470870952852,1.6268613372350091,1.5368074758157984,1.6041374206542969,1670400,0.0,0.0
2002-12-04,1.5948796299776018,1.620128318786756,1.5822551250457764,1.5822551250457764,1547200,0.0,0.0
2002-12-05,1.5864635364384543,1.660526483515371,1.5822553141159053,1.6201285123825073,2463200,0.0,0.0
2002-12-06,1.6117120710615722,1.6243364157433309,1.5780470984011317,1.6176034212112427,1127200,0.0,0.0
2002-12-09,1.5654226984696025,1.5755221096476615,1.5107170997612507,1.5275495052337646,1407200,0.0,0.0
2002-12-10,1.5443822314383227,1.5654228608570266,1.5182918959067635,1.5250248908996582,2289600,0.0,0.0
2002-12-11,1.5317578902700104,1.545223880294283,1.4433871501425501,1.4484368562698364,2988800,0.0,0.0
2002-12-12,1.4484369032010058,1.5233416557312012,1.4433871969101026,1.5233416557312012,1598400,0.0,0.0
2002-12-13,1.4896767918598197,1.4896767918598197,1.3297679424285889,1.3297679424285889,5163200,0.0,0.0
2002-12-16,1.3466002941131592,1.371007501497047,1.338184010169499,1.3466002941131592,3011200,0.0,0.0
2002-12-17,1.3634328985272082,1.3667993158785008,1.2245646913182933,1.2540215253829956,6561600,0.0,0.0
2002-12-18,1.1361940344591464,1.153026522620629,1.0671807928652501,1.1210447549819946,15253600,0.0,0.0
2002-12-19,0.8357337443681293,0.883706349061388,0.7591458736249889,0.7843945622444153,38963200,0.0,0.0
2002-12-20,0.7995437978945651,0.8121681415453472,0.7684036806608321,0.7970189452171326,23508800,0.0,0.0
2002-12-23,0.794494059715017,0.8071184843832182,0.7785032181183112,0.7911275625228882,10243200,0.0,0.0
2002-12-24,0.7658788234821469,0.7742950257786645,0.7507295469793486,0.7700868844985962,4208000,0.0,0.0
2002-12-26,0.7785032332669805,0.7911275779172109,0.7709285943713918,0.7742950916290283,2602400,0.0,0.0
2002-12-27,0.7742951090091613,0.7894443871403851,0.7641956170095546,0.7869195342063904,4116000,0.0,0.0
2002-12-30,0.7785033284019318,0.8197429449134643,0.7734535417665683,0.8189013004302979,2522400,0.0,0.0
2002-12-31,0.8189013115307966,0.8290008849384269,0.7785033389548217,0.824792742729187,2881600,0.0,0.0
2003-01-02,0.8247926777449152,0.8374170231143434,0.806276901641274,0.8180596828460693,2815200,0.0,0.0
2003-01-03,0.8205843963734287,0.8391001693295136,0.8130097583339568,0.8306838870048523,1894400,0.0,0.0
2003-01-06,0.8668737607958104,0.8668737607958104,0.8205843700237965,0.8315255045890808,2815200,0.0,0.0
2003-01-07,0.8584575321753399,0.8693986674216456,0.8416250472824155,0.8500413298606873,3504000,0.0,0.0
2003-01-08,0.9047472699544848,0.9047472699544848,0.8391005137711441,0.8542497158050537,3288800,0.0,0.0
2003-01-09,0.8811814905177189,0.9156881063190923,0.8811814905177189,0.8921226263046265,10240800,0.0,0.0
2003-01-10,0.892122817856092,0.8963308799930602,0.8592994034477147,0.8736070394515991,2906400,0.0,0.0
2003-01-13,0.8921226202473272,0.901380467267103,0.8752900543733748,0.8879144787788391,1628800,0.0,0.0
2003-01-14,0.8853896884336498,0.8853896884336498,0.8247926557000319,0.8332088589668274,5394400,0.0,0.0
2003-01-15,0.8323671762015967,0.8323671762015967,0.7347386061638022,0.8029102683067322,9749600,0.0,0.0
2003-01-16,0.811326583850859,0.8222677192236006,0.795335662820075,0.8037519454956055,2660000,0.0,0.0
2003-01-17,0.795335662820075,0.812168147907516,0.780186466373188,0.8037519454956055,2741600,0.0,0.0
2003-01-21,0.7953356951704313,0.8138514696515575,0.7700869263804636,0.8121681809425354,3869600,0.0,0.0
2003-01-22,0.8037520271376005,0.8332088589668274,0.7860778959346132,0.8332088589668274,2268800,0.0,0.0
2003-01-23,0.8315256723717073,0.8332088809640529,0.7869195611155402,0.8205845355987549,2531200,0.0,0.0
2003-01-24,0.7995438185991831,0.8071184570912495,0.7633539148098086,0.7919691801071167,5676000,0.0,0.0
2003-01-27,0.7843947227914517,0.7953358608889529,0.757462739944458,0.757462739944458,3596800,0.0,0.0
2003-01-28,0.7658788709894363,0.7785032153491074,0.749046304825043,0.7566209435462952,5787200,0.0,0.0
2003-01-29,0.7566210954145794,0.765037380186085,0.7423134594612041,0.757462739944458,3560800,0.0,0.0
2003-01-30,0.7658789536073041,0.772611948693922,0.7153814101940367,0.746521532535553,3940800,0.0,0.0
2003-01-31,0.7465215672918463,0.7515713539737322,0.7153814435005188,0.7153814435005188,2208000,0.0,0.0
2003-02-03,0.7237976505867815,0.7414717816904753,0.6901325969178452,0.6951823830604553,2149600,0.0,0.0
2003-02-04,0.6901326390372997,0.7280057564956112,0.6867661414913083,0.7145397663116455,2489600,0.0,0.0
2003-02-05,0.7153812719113899,0.7254807625890931,0.6892908607962771,0.6943406462669373,3685600,0.0,0.0
2003-02-06,0.6943407766520977,0.7069651223039557,0.6581509081952603,0.6733001470565796,3609600,0.0,0.0
2003-02-07,0.6766666392730923,0.6892909848259166,0.6648838980289424,0.6665671467781067,2403200,0.0,0.0
2003-02-10,0.6581509604967262,0.6733002005619143,0.6438433248136944,0.6497346758842468,3335200,0.0,0.0
2003-02-11,0.6581507247023509,0.672458315127611,0.6312187118812991,0.6387933492660522,5256000,0.0,0.0
2003-02-12,0.6438432736492175,0.6859244927084376,0.6438432736492175,0.6733001470565796,2116000,0.0,0.0
2003-02-13,0.6766666392730923,0.6884494206490581,0.6497346191546481,0.6665671467781067,3216800,0.0,0.0
2003-02-14,0.6690919886101969,0.6943407595558635,0.6632006381528726,0.692657470703125,1928800,0.0,0.0
2003-02-18,0.7574627295655406,0.8626658864496435,0.7515713784643953,0.8584577441215515,14183200,0.0,0.0
2003-02-19,0.8626659273015875,0.8862314130857621,0.8416252949283781,0.8752902746200562,4581600,0.0,0.0
2003-02-20,0.8752901998264643,0.8794983419942488,0.855932858223746,0.8576160669326782,2695200,0.0,0.0
2003-02-21,0.865190568881614,0.8963306875380638,0.8626657160888271,0.8921226263046265,4217600,0.0,0.0
